id,latitude,longitude,bedrooms,beds,price,host_is_superhost,number_of_reviews,review_scores_rating,instant_bookable,minimum_minimum_nights,calculated_host_listings_count,bathrooms,wifi,hot tub,kitchen,tv,coffee,washer,dryer,backyard,pets allowed,workspace,pool,fire pit,bbq,ac,free parking,dishwasher,gym,self check-in,stove,view,patio,crib,total_amenities,rho,theta,downtown,long_stays_only,log_price,max_guests,bedroom_and_bath,baths_per_bedroom,max_guests_sq,max_guests_cu,bathrooms_sq,bathrooms_cu,beds_sq,beds_cu,bedrooms_sq,bedrooms_cu,bedroom_and_bath_sq,bedroom_and_bath_cu,baths_per_bedroom_sq,baths_per_bedroom_cu,three_plus_listings,listing_type_apt,listing_type_guest_suite,listing_type_house,listing_type_private_room,listing_type,listing_type_apt_max_guests,listing_type_guest_suite_max_guests,listing_type_house_max_guests,listing_type_private_room_max_guests,listing_type_apt_bedrooms,listing_type_guest_suite_bedrooms,listing_type_house_bedrooms,listing_type_private_room_bedrooms,listing_type_apt_bathrooms,listing_type_guest_suite_bathrooms,listing_type_house_bathrooms,listing_type_private_room_bathrooms,listing_type_apt_ac,listing_type_guest_suite_ac,listing_type_house_ac,listing_type_private_room_ac,listing_type_apt_kitchen,listing_type_guest_suite_kitchen,listing_type_house_kitchen,listing_type_private_room_kitchen,listing_type_apt_pets allowed,listing_type_guest_suite_pets allowed,listing_type_house_pets allowed,listing_type_private_room_pets allowed,listing_type_apt_downtown,listing_type_guest_suite_downtown,listing_type_house_downtown,listing_type_private_room_downtown,no_reviews_flag
39002591,45.67519,-111.05651,0,2.0,107.0,1,189,4.97,1,2,1,1.0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,9,120.08235255405434,2.751401130727807,1,0,2.0293837776852097,3,1.0,1.0,9,27,1.0,1.0,4.0,8.0,0,0,1.0,1.0,1.0,1.0,0,0,1,0,0,guest_suite,0,3,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
50323448,45.68578,-111.06836,0,1.0,103.0,1,111,5.0,0,1,1,1.5,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,12,120.09734005088538,2.7513571107362305,0,0,2.012837224705172,2,1.5,1.0,4,8,2.25,3.375,1.0,1.0,0,0,2.25,3.375,1.0,1.0,0,0,0,0,1,private_room,0,0,0,2,0,0,0,0,0.0,0.0,0.0,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20468639,45.68745,-111.05545,0,1.0,97.0,0,496,4.71,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,120.08603608332236,2.751303353500406,1,0,1.9867717342662448,2,1.0,1.0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,1,private_room,0,0,0,2,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47871817,45.68282,-111.04558,0,1.0,135.0,1,169,4.8,0,1,5,1.0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,11,120.07514680685925,2.751307740078786,1,0,2.130333768495006,2,1.0,1.0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1,1,0,0,0,apt,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
919341698870692046,45.68358,-111.02765,2,2.0,121.0,0,0,0.0,1,30,2,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,10,120.05885450952336,2.7512450678879468,1,1,2.0827853703164503,4,3.0,0.5,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0,1,0,0,0,apt,4,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
47976105,45.68735,-111.0931,0,1.0,108.0,0,120,4.77,1,1,1,1.0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,120.12081758643048,2.7514233713932614,0,0,2.03342375548695,2,1.0,1.0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,1,private_room,0,0,0,2,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
714584915494812577,45.70804050000001,-111.07258184285278,0,1.0,65.0,1,3,5.0,0,20,2,1.5,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,8,120.1097140267467,2.7511990808142137,0,0,1.8129133566428555,1,1.5,1.0,1,1,2.25,3.375,1.0,1.0,0,0,2.25,3.375,1.0,1.0,0,0,0,0,1,private_room,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52733780,45.69083,-111.088905,0,2.0,115.0,0,0,0.0,0,28,1,1.0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,13,120.118261559964,2.7513832941673373,0,1,2.060697840353612,2,1.0,1.0,4,8,1.0,1.0,4.0,8.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,1,private_room,0,0,0,2,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
884064750408569156,45.6475576,-111.0683446,3,3.0,143.0,0,0,0.0,0,16,1,3.0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,13,120.08279096952097,2.7516514323638015,0,0,2.155336037465062,6,6.0,1.0,36,216,9.0,27.0,9.0,27.0,9,27,36.0,216.0,1.0,1.0,0,0,0,1,0,house,0,0,6,0,0,0,3,0,0.0,0.0,3.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
874123279715996557,45.64964,-111.07581,1,2.0,204.0,1,17,5.0,0,2,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,13,120.0904875470397,2.7516590247684376,0,0,2.3096301674258988,4,2.0,1.0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0,1,0,0,0,apt,4,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45075319,45.68884,-111.06606,1,1.0,232.0,0,292,4.98,1,1,1,1.0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,12,120.09637706637614,2.751326261495734,0,0,2.3654879848909,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0,1,0,0,0,apt,2,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
888674437339033450,45.68411,-111.08209,1,1.0,208.0,1,23,5.0,0,1,1,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,14,120.1094027345911,2.751413454588925,0,0,2.3180633349627615,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0,1,0,0,0,apt,2,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52164011,45.70839,-111.07288,1,1.0,132.0,1,168,4.83,0,1,5,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,7,120.11012275360683,2.751197334591906,0,0,2.12057393120585,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,1,1,0,0,0,apt,2,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49096743,45.69013,-111.09505,1,1.0,166.0,1,124,4.97,0,2,1,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,13,120.12367840654649,2.7514081421266927,0,0,2.220108088040055,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0,0,1,0,0,guest_suite,0,2,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36931430,45.69669,-111.09403,1,2.0,99.0,1,326,4.96,0,2,1,1.0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,12,120.12523039976655,2.7513544072919784,0,0,1.99563519459755,3,2.0,1.0,9,27,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0,0,1,0,0,guest_suite,0,3,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46641566,45.70168,-111.09859,1,2.0,100.0,1,25,4.92,0,28,1,1.0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,10,120.13134584616333,2.7513304320328715,0,1,2.0,4,2.0,1.0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0,0,1,0,0,guest_suite,0,4,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
636007021944503844,45.68936,-111.09333,1,1.0,150.0,1,76,4.97,0,2,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,11,120.121794807181,2.751408624207047,0,0,2.1760912590556813,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0,0,1,0,0,guest_suite,0,2,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
610333833276114007,45.69624,-111.09723,2,2.0,157.0,1,57,4.88,0,2,2,2.0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,11,120.12801864598657,2.75136800508837,0,0,2.1958996524092336,4,4.0,1.0,16,64,4.0,8.0,4.0,8.0,4,8,16.0,64.0,1.0,1.0,0,1,0,0,0,apt,4,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18756607,45.71844,-111.06394,0,1.0,139.0,1,315,4.94,0,1,2,1.0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,16,120.10568064982272,2.751091627869768,0,0,2.143014800254095,2,1.0,1.0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,1,0,0,0,apt,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22010637,45.69652,-111.0813,3,3.0,205.0,1,383,4.97,1,1,1,2.5,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,15,120.11339288272728,2.7513153992823605,0,0,2.311753861055754,6,5.5,0.8333333333333334,36,216,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0,0,0,1,0,house,0,0,6,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33851416,45.6855,-111.10105,2,3.0,193.0,1,254,4.91,1,1,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,14,120.12746655678917,2.7514627854040805,0,0,2.285557309007774,4,3.0,0.5,16,64,1.0,1.0,9.0,27.0,4,8,9.0,27.0,0.25,0.125,0,0,0,1,0,house,0,0,4,0,0,0,2,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47501268,45.68301,-111.11277,1,1.0,165.0,1,66,4.98,0,2,1,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,13,120.13735913417193,2.7515190552988074,0,0,2.2174839442139063,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0,0,1,0,0,guest_suite,0,2,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48200822,45.6714,-111.05277,0,1.0,186.0,1,200,4.99,0,2,1,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,12,120.07745209918846,2.7514184742183088,1,0,2.2695129442179165,2,1.0,1.0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,1,0,0,guest_suite,0,2,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
48974287,45.69059,-111.09576,1,1.0,136.0,1,33,4.88,0,3,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,12,120.12451000743229,2.7514068487107566,0,0,2.1335389083702174,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0,0,1,0,0,guest_suite,0,2,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43689621,45.68364,-111.04161,1,1.0,200.0,1,171,4.9,0,2,1,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,8,120.07178734008126,2.751288845293065,1,0,2.3010299956639813,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0,0,1,0,0,guest_suite,0,2,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
947797521469534657,45.70801223506524,-111.08112845290076,3,3.0,122.0,0,0,0.0,1,28,1,2.5,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7,120.11760687280908,2.7512263754911093,0,1,2.0863598306747484,5,5.5,0.8333333333333334,25,125,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0,0,0,1,0,house,0,0,5,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
640809261320548067,45.65155,-111.07762,1,1.0,201.0,1,28,5.0,1,1,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,12,120.09288772557224,2.7516500434324223,0,0,2.303196057420489,4,2.0,1.0,16,64,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0,0,1,0,0,guest_suite,0,4,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
947123379140618010,45.68314592517294,-111.10298592143096,1,1.0,130.0,1,0,0.0,0,1,7,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,9,120.12836177305644,2.7514870380973924,0,0,2.113943352306837,3,2.0,1.0,9,27,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,1,1,0,0,0,apt,3,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
618334957573105453,45.64664,-111.06569,1,2.0,203.0,1,47,4.98,1,1,1,1.0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,18,120.07998683571589,2.751650096697514,0,0,2.307496037913213,4,2.0,1.0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0,0,1,0,0,guest_suite,0,4,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
914438900054210557,45.67984,-111.10284,1,2.0,101.0,0,0,0.0,1,2,2,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,7,120.12696965499131,2.751512028784318,0,0,2.0043213737826426,4,2.0,1.0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0,1,0,0,0,apt,4,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
552884755359876744,45.68844,-111.04488,2,2.0,198.0,1,31,4.9,0,2,5,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,12,120.07663771045557,2.7512622383359684,1,0,2.296665190261531,4,3.0,0.5,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,1,1,0,0,0,apt,4,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
907326998535422392,45.683056,-111.02824,1,1.0,192.0,1,0,0.0,1,1,26,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,9,120.05920074278663,2.751250974006726,1,0,2.2833012287035497,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,1,0,0,1,0,house,0,0,2,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
15284883,45.68432,-111.03863,1,2.0,178.0,0,68,4.88,0,3,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,120.06929018753839,2.75127416494994,1,0,2.250420002308894,3,2.0,1.0,9,27,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0,0,1,0,0,guest_suite,0,3,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
53607095,45.68799,-111.04346,1,1.0,279.0,1,22,5.0,0,2,3,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,14,120.07515329580762,2.751261204408889,1,0,2.4456042032735974,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,1,1,0,0,0,apt,2,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
48122335,45.684978,-111.041138,1,2.0,231.0,1,78,4.99,0,2,4,1.0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,14,120.07185991395124,2.751277044399213,1,0,2.3636119798921444,3,2.0,1.0,9,27,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,1,0,0,1,0,house,0,0,3,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
588556801205015597,45.6828,-111.02837,2,3.0,261.0,1,27,4.96,1,2,1,1.0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,14,120.05922355528084,2.751253357905405,1,0,2.416640507338281,6,3.0,0.5,36,216,1.0,1.0,9.0,27.0,4,8,9.0,27.0,0.25,0.125,0,0,0,1,0,house,0,0,6,0,0,0,2,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
828968996636742859,45.69241,-111.11267,3,3.0,179.0,1,0,0.0,1,89,3,3.0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,15,120.14084137435111,2.751446374704331,0,1,2.2528530309798933,5,6.0,1.0,25,125,9.0,27.0,9.0,27.0,9,27,36.0,216.0,1.0,1.0,1,0,0,1,0,house,0,0,5,0,0,0,3,0,0.0,0.0,3.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
43928912,45.67809,-111.03002,1,1.0,229.0,1,81,4.95,0,1,4,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,11,120.05895738031585,2.751294867032311,1,0,2.359835482339888,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,1,1,0,0,0,apt,2,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
49808248,45.70094,-111.07488,3,4.0,266.0,1,88,4.98,1,2,1,2.5,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,16,120.10913738720296,2.7512610313302663,0,0,2.424881636631067,7,5.5,0.8333333333333334,49,343,6.25,15.625,16.0,64.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0,0,0,1,0,house,0,0,7,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
709455771969151762,45.675,-111.04076,0,1.0,185.0,1,27,5.0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,120.06771425482205,2.751352699402552,1,0,2.2671717284030137,2,1.0,1.0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,1,private_room,0,0,0,2,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37483040,45.68849,-111.03182,1,2.0,151.0,1,289,4.75,1,1,2,1.0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,13,120.0645791688477,2.7512204650600776,1,0,2.1789769472931693,4,2.0,1.0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0,1,0,0,0,apt,4,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
42471467,45.68469,-111.03912,1,2.0,266.0,1,238,4.97,0,1,7,1.0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,18,120.06988411242222,2.751272867914638,1,0,2.424881636631067,4,2.0,1.0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,1,0,1,0,0,guest_suite,0,4,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
24075266,45.67712,-111.05146,0,1.0,88.0,1,139,4.98,0,1,1,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6,120.07841629379529,2.751370269395191,1,0,1.9444826721501687,2,1.0,1.0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,1,private_room,0,0,0,2,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18509621,45.6828,-111.0462,2,2.0,204.0,0,537,4.88,0,1,3,1.0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,12,120.07571257452524,2.7513098585438627,1,0,2.3096301674258988,4,3.0,0.5,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,1,1,0,0,0,apt,4,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
876772032673798997,45.68346,-111.02891,2,2.0,171.0,0,8,5.0,0,1,1,1.0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,13,120.0599740686283,2.751249985560741,1,0,2.2329961103921536,4,3.0,0.5,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0,0,0,1,0,house,0,0,4,0,0,0,2,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22925801,45.680634,-111.030121,2,2.0,322.0,1,183,4.99,0,1,4,1.0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,15,120.06001870696421,2.7512755912258946,1,0,2.507855871695831,4,3.0,0.5,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,1,1,0,0,0,apt,4,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
923290840210101734,45.683846773689886,-111.03925393239558,1,2.0,147.0,1,0,0.0,0,1,7,1.0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,13,120.06968714003132,2.7512797869320136,1,0,2.167317334748176,2,2.0,1.0,4,8,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,1,0,1,0,0,guest_suite,0,2,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
50912777,45.68119,-111.03468,1,2.0,273.0,1,137,4.98,0,1,2,1.0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,16,120.06444637159869,2.751285756045617,1,0,2.436162647040756,4,2.0,1.0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0,0,0,1,0,house,0,0,4,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
51825573,45.68239,-111.02943,2,2.0,247.0,1,66,4.94,0,1,1,1.0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,12,120.06004781873528,2.751259875411953,1,0,2.392696953259666,4,3.0,0.5,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0,0,1,0,0,guest_suite,0,4,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
836180476881926941,45.6590918,-111.0167162,3,3.0,161.0,0,2,5.0,0,30,1,2.5,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,14,120.03942660572888,2.7513990648063142,0,1,2.2068258760318495,5,5.5,0.8333333333333334,25,125,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0,0,0,1,0,house,0,0,5,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
51214592,45.70478,-111.02665,1,1.0,130.0,1,58,4.93,1,1,1,1.0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,15,120.06599820544909,2.751078611275633,0,0,2.113943352306837,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0,1,0,0,0,apt,2,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1913774,45.68422,-111.03839,1,1.0,147.0,1,428,4.97,0,2,1,1.0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,10,120.06903019013896,2.7512741746350367,1,0,2.167317334748176,2,2.0,1.0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0,0,1,0,0,guest_suite,0,2,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
