bedrooms,beds,price,log_price,instant_bookable,bathrooms,wifi,hot tub,kitchen,tv,coffee,washer,dryer,backyard,pets allowed,workspace,pool,fire pit,bbq,ac,free parking,dishwasher,gym,self check-in,stove,view,patio,crib,total_amenities,rho,theta,downtown,long_stays_only,max_guests,bedroom_and_bath,baths_per_bedroom,max_guests_sq,bathrooms_sq,beds_sq,bedrooms_sq,bedroom_and_bath_sq,baths_per_bedroom_sq,listing_type_apt_max_guests,listing_type_guest_suite_max_guests,listing_type_house_max_guests,listing_type_private_room_max_guests,listing_type_apt,listing_type_guest_suite,listing_type_house,listing_type_private_room,listing_type_apt_bedrooms,listing_type_guest_suite_bedrooms,listing_type_house_bedrooms,listing_type_private_room_bedrooms,listing_type_apt_bathrooms,listing_type_guest_suite_bathrooms,listing_type_house_bathrooms,listing_type_private_room_bathrooms,listing_type_apt_ac,listing_type_guest_suite_ac,listing_type_house_ac,listing_type_private_room_ac,listing_type_apt_kitchen,listing_type_guest_suite_kitchen,listing_type_house_kitchen,listing_type_private_room_kitchen,listing_type_apt_pets allowed,listing_type_guest_suite_pets allowed,listing_type_house_pets allowed,listing_type_private_room_pets allowed,listing_type_apt_downtown,listing_type_guest_suite_downtown,listing_type_house_downtown,max_guests_sq,max_guests_cu,bathrooms_sq,bathrooms_cu,beds_sq,beds_cu,bedrooms_sq,bedrooms_cu,bedroom_and_bath_sq,bedroom_and_bath_cu,baths_per_bedroom_sq,baths_per_bedroom_cu,listing_type_private_room_downtown
0,1.0,124.0,2.093421685162235,0,1.5,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,13,120.08804631328465,2.7513994713791794,0,1,1,1.5,1.0,1,2.25,1.0,0,2.25,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2.25,3.375,1.0,1.0,0,0,2.25,3.375,1.0,1.0,0
1,2.0,140.0,2.146128035678238,0,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,14,120.11795941581508,2.7512083380951298,0,1,2,2.0,1.0,4,1.0,4.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,194.0,2.287801729930226,1,1.0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,16,120.07519750478531,2.751350058244313,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
2,2.0,273.0,2.436162647040756,0,1.0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,16,120.04841815178781,2.7510472438285736,0,0,4,3.0,0.5,16,1.0,4.0,4,9.0,0.25,0,0,4,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
3,3.0,324.0,2.510545010206612,0,2.5,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,14,120.12086347008042,2.751427039048165,0,0,6,5.5,0.8333333333333334,36,6.25,9.0,9,30.25,0.6944444444444445,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,216,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
1,1.0,275.0,2.439332693830263,1,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,120.06056406383237,2.7513341464213785,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
3,3.0,193.0,2.285557309007774,0,2.5,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,16,120.08720639177389,2.751282510430369,0,0,8,5.5,0.8333333333333334,64,6.25,9.0,9,30.25,0.6944444444444445,0,0,8,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,64,512,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
3,8.0,500.0,2.6989700043360187,1,3.0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,17,120.06118149169788,2.7513400910215373,1,0,12,6.0,1.0,144,9.0,64.0,9,36.0,1.0,0,0,12,0,0,0,1,0,0,0,3,0,0.0,0.0,3.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,144,1728,9.0,27.0,64.0,512.0,9,27,36.0,216.0,1.0,1.0,0
1,2.0,218.0,2.3384564936046046,1,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,12,120.07467853210272,2.751348568570808,1,0,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,4,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
3,3.0,208.0,2.3180633349627615,1,2.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,12,120.08950029176115,2.7514219183961197,0,0,6,5.0,0.6666666666666666,36,4.0,9.0,9,25.0,0.4444444444444444,6,0,0,0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,216,4.0,8.0,9.0,27.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
2,2.0,232.0,2.3654879848909,1,1.0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,13,120.07559036890802,2.7512700865052966,1,0,6,3.0,0.5,36,1.0,4.0,4,9.0,0.25,6,0,0,0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,36,216,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
5,7.0,520.0,2.716003343634799,1,3.5,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,12,120.06237341986426,2.751260955125732,1,0,14,8.5,0.7,196,12.25,49.0,25,72.25,0.48999999999999994,0,0,14,0,0,0,1,0,0,0,5,0,0.0,0.0,3.5,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,196,2744,12.25,42.875,49.0,343.0,25,125,72.25,614.125,0.48999999999999994,0.3429999999999999,0
2,2.0,550.0,2.7403626894942437,1,2.0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,11,120.07478210450353,2.7512704689328973,1,0,4,4.0,1.0,16,4.0,4.0,4,16.0,1.0,4,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,16,64,4.0,8.0,4.0,8.0,4,8,16.0,64.0,1.0,1.0,0
3,3.0,280.0,2.4471580313422194,0,2.5,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,14,120.08671775793107,2.7513937507166815,0,1,6,5.5,0.8333333333333334,36,6.25,9.0,9,30.25,0.6944444444444445,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,216,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
4,5.0,327.0,2.514547752660286,1,2.5,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,16,120.10817284175336,2.7514716295298522,0,0,8,6.5,0.625,64,6.25,25.0,16,42.25,0.390625,0,0,8,0,0,0,1,0,0,0,4,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,64,512,6.25,15.625,25.0,125.0,16,64,42.25,274.625,0.390625,0.244140625,0
0,3.0,124.0,2.093421685162235,0,1.0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,120.06906841370429,2.7513476124580865,1,1,4,1.0,1.0,16,1.0,9.0,0,1.0,1.0,0,0,4,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,64,1.0,1.0,9.0,27.0,0,0,1.0,1.0,1.0,1.0,0
5,5.0,876.0,2.9425041061680806,0,2.0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,10,120.07469292879746,2.7513543631964437,1,0,11,7.0,0.4,121,4.0,25.0,25,49.0,0.16000000000000003,0,0,11,0,0,0,1,0,0,0,5,0,0.0,0.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,121,1331,4.0,8.0,25.0,125.0,25,125,49.0,343.0,0.16000000000000003,0.06400000000000002,0
1,2.0,150.0,2.1760912590556813,0,1.0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,15,120.1169547796767,2.7512083173163755,0,1,2,2.0,1.0,4,1.0,4.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,189.0,2.2764618041732443,1,1.0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,11,120.05787751726788,2.7512751347344797,1,0,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,0,0,4,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
0,2.0,110.0,2.041392685158225,0,1.0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,8,120.03879070194144,2.751395821337507,0,0,1,1.0,1.0,1,1.0,4.0,0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,4.0,8.0,0,0,1.0,1.0,1.0,1.0,0
2,3.0,217.0,2.3364597338485296,0,2.0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,16,120.08347081274842,2.7516237559945176,0,0,6,4.0,1.0,36,4.0,9.0,4,16.0,1.0,6,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,216,4.0,8.0,9.0,27.0,4,8,16.0,64.0,1.0,1.0,0
2,3.0,217.0,2.3364597338485296,0,2.0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,15,120.08472439539094,2.75162858688013,0,0,6,4.0,1.0,36,4.0,9.0,4,16.0,1.0,6,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,216,4.0,8.0,9.0,27.0,4,8,16.0,64.0,1.0,1.0,0
1,2.0,212.0,2.326335860928751,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,10,120.05552347923066,2.7512446401453996,1,0,2,2.0,1.0,4,1.0,4.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,8,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,153.0,2.184691430817599,0,1.0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,14,120.07632446477533,2.7513486958673563,1,1,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,4,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
2,2.0,197.0,2.294466226161593,1,1.0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,18,120.07526985599044,2.751047761500461,0,0,4,3.0,0.5,16,1.0,4.0,4,9.0,0.25,0,4,0,0,0,1,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
1,1.0,177.0,2.247973266361807,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,14,120.07467071498762,2.7513472699656827,1,0,3,2.0,1.0,9,1.0,1.0,1,4.0,1.0,3,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,27,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,264.0,2.4216039268698313,0,1.0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,15,120.07790493623712,2.751660078299352,0,0,4,2.0,1.0,16,1.0,1.0,1,4.0,1.0,0,0,4,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16,64,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
2,3.0,212.0,2.326335860928751,0,2.0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,13,120.10399940361354,2.7514144882908513,0,0,5,4.0,1.0,25,4.0,9.0,4,16.0,1.0,5,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,125,4.0,8.0,9.0,27.0,4,8,16.0,64.0,1.0,1.0,0
2,2.0,187.0,2.271841606536499,1,1.0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,9,120.07742067507323,2.7513275972109783,1,0,5,3.0,0.5,25,1.0,4.0,4,9.0,0.25,0,0,5,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,25,125,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
1,1.0,224.0,2.3502480183341627,0,1.0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,13,120.06548459863296,2.7512514516520064,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,0,2,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
3,8.0,264.0,2.4216039268698313,1,2.0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,18,120.14302619581588,2.751463212558154,0,0,8,5.0,0.6666666666666666,64,4.0,64.0,9,25.0,0.4444444444444444,8,0,0,0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,64,512,4.0,8.0,64.0,512.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
2,2.0,368.0,2.5658478186735176,0,2.5,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,14,120.10838766135862,2.7512448685021202,0,0,4,4.5,1.25,16,6.25,4.0,4,20.25,1.5625,0,0,4,0,0,0,1,0,0,0,2,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16,64,6.25,15.625,4.0,8.0,4,8,20.25,91.125,1.5625,1.953125,0
1,2.0,130.0,2.113943352306837,0,1.0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,17,120.04435498977202,2.7513825489689556,1,0,2,2.0,1.0,4,1.0,4.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,8,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
4,4.0,395.0,2.59659709562646,1,3.5,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,10,120.04553394368197,2.7514099169435533,1,0,8,7.5,0.875,64,12.25,16.0,16,56.25,0.765625,0,0,8,0,0,0,1,0,0,0,4,0,0.0,0.0,3.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,64,512,12.25,42.875,16.0,64.0,16,64,56.25,421.875,0.765625,0.669921875,0
1,1.0,175.0,2.2430380486862944,0,1.0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,14,120.12385100752381,2.7515097874448684,0,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
2,2.0,169.0,2.2278867046136734,0,1.0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,12,120.07940255396286,2.7513939719227314,1,0,4,3.0,0.5,16,1.0,4.0,4,9.0,0.25,4,0,0,0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
2,2.0,275.0,2.439332693830263,0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,9,120.08454448918849,2.7513834592315822,1,0,4,4.0,1.0,16,4.0,4.0,4,16.0,1.0,4,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,64,4.0,8.0,4.0,8.0,4,8,16.0,64.0,1.0,1.0,0
3,3.0,127.0,2.103803720955957,0,2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,120.07170291791486,2.7513656430919724,1,1,6,5.0,0.6666666666666666,36,4.0,9.0,9,25.0,0.4444444444444444,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,36,216,4.0,8.0,9.0,27.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
4,4.0,299.0,2.4756711883244296,0,2.5,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,16,120.11900793931201,2.7513175257260847,0,0,8,6.5,0.625,64,6.25,16.0,16,42.25,0.390625,0,0,8,0,0,0,1,0,0,0,4,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,64,512,6.25,15.625,16.0,64.0,16,64,42.25,274.625,0.390625,0.244140625,0
4,7.0,702.0,2.846337112129805,0,2.5,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,15,120.07867178855369,2.751645415665763,0,0,12,6.5,0.625,144,6.25,49.0,16,42.25,0.390625,0,0,12,0,0,0,1,0,0,0,4,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,144,1728,6.25,15.625,49.0,343.0,16,64,42.25,274.625,0.390625,0.244140625,0
5,6.0,350.0,2.5440680443502757,1,3.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,19,120.05820819638197,2.751525740677373,0,0,12,8.0,0.6,144,9.0,36.0,25,64.0,0.36,0,0,12,0,0,0,1,0,0,0,5,0,0.0,0.0,3.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,144,1728,9.0,27.0,36.0,216.0,25,125,64.0,512.0,0.36,0.216,0
1,2.0,142.0,2.1522883443830563,0,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,13,120.12702500186583,2.7514833259088536,0,0,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,0,4,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
2,3.0,205.0,2.311753861055754,0,2.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,14,120.13336411586,2.7515925033511834,0,0,6,4.0,1.0,36,4.0,9.0,4,16.0,1.0,6,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,216,4.0,8.0,9.0,27.0,4,8,16.0,64.0,1.0,1.0,0
2,3.0,143.0,2.155336037465062,1,1.5,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,13,120.08711874295967,2.7513504093327295,1,0,4,3.5,0.75,16,2.25,9.0,4,12.25,0.5625,0,0,4,0,0,0,1,0,0,0,2,0,0.0,0.0,1.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,16,64,2.25,3.375,9.0,27.0,4,8,12.25,42.875,0.5625,0.421875,0
3,4.0,257.0,2.4099331233312946,0,2.5,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,13,120.13422149551495,2.7514805065950148,0,0,8,5.5,0.8333333333333334,64,6.25,16.0,9,30.25,0.6944444444444445,8,0,0,0,1,0,0,0,3,0,0,0,2.5,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,512,6.25,15.625,16.0,64.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
2,2.0,275.0,2.439332693830263,1,2.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,12,120.06957718705812,2.751197003361221,0,0,4,4.0,1.0,16,4.0,4.0,4,16.0,1.0,4,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,64,4.0,8.0,4.0,8.0,4,8,16.0,64.0,1.0,1.0,0
0,1.0,279.0,2.4456042032735974,0,1.0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,13,120.07655875341698,2.7512756559216127,1,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,2,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
4,5.0,399.0,2.6009728956867484,0,2.5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10,120.04520892201779,2.751414748169452,0,0,8,6.5,0.625,64,6.25,25.0,16,42.25,0.390625,0,0,8,0,0,0,1,0,0,0,4,0,0.0,0.0,2.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,512,6.25,15.625,25.0,125.0,16,64,42.25,274.625,0.390625,0.244140625,0
2,2.0,300.0,2.4771212547196626,1,2.0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,9,120.06133842406982,2.751288096378546,1,0,4,4.0,1.0,16,4.0,4.0,4,16.0,1.0,4,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,16,64,4.0,8.0,4.0,8.0,4,8,16.0,64.0,1.0,1.0,0
2,2.0,252.0,2.401400540781544,1,2.0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,16,120.07528355136621,2.7512688551010065,1,0,4,4.0,1.0,16,4.0,4.0,4,16.0,1.0,4,0,0,0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,16,64,4.0,8.0,4.0,8.0,4,8,16.0,64.0,1.0,1.0,0
3,4.0,275.0,2.439332693830263,1,2.0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,10,120.08612363338197,2.75133922996245,1,0,6,5.0,0.6666666666666666,36,4.0,16.0,9,25.0,0.4444444444444444,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,36,216,4.0,8.0,16.0,64.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
1,1.0,90.0,1.954242509439325,0,1.0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,12,120.10600023627795,2.7513516585239794,0,1,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,225.0,2.3521825181113627,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,14,120.07520049565726,2.7513500414746153,1,0,5,2.0,1.0,25,1.0,4.0,1,4.0,1.0,5,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25,125,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
2,2.0,245.0,2.3891660843645326,1,2.0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,15,120.07185991395124,2.751277044399213,1,0,4,4.0,1.0,16,4.0,4.0,4,16.0,1.0,0,0,4,0,0,0,1,0,0,0,2,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,64,4.0,8.0,4.0,8.0,4,8,16.0,64.0,1.0,1.0,0
1,3.0,86.0,1.9344984512435677,0,1.0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,13,120.05924240599639,2.751165425403529,0,0,6,2.0,1.0,36,1.0,9.0,1,4.0,1.0,0,0,0,6,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,36,216,1.0,1.0,9.0,27.0,1,1,4.0,8.0,1.0,1.0,0
