bedrooms,beds,price,log_price,instant_bookable,bathrooms,wifi,hot tub,kitchen,tv,coffee,washer,dryer,backyard,pets allowed,workspace,pool,fire pit,bbq,ac,free parking,dishwasher,gym,self check-in,stove,view,patio,crib,total_amenities,rho,theta,downtown,long_stays_only,max_guests,bedroom_and_bath,baths_per_bedroom,max_guests_sq,bathrooms_sq,beds_sq,bedrooms_sq,bedroom_and_bath_sq,baths_per_bedroom_sq,listing_type_apt_max_guests,listing_type_guest_suite_max_guests,listing_type_house_max_guests,listing_type_private_room_max_guests,listing_type_apt,listing_type_guest_suite,listing_type_house,listing_type_private_room,listing_type_apt_bedrooms,listing_type_guest_suite_bedrooms,listing_type_house_bedrooms,listing_type_private_room_bedrooms,listing_type_apt_bathrooms,listing_type_guest_suite_bathrooms,listing_type_house_bathrooms,listing_type_private_room_bathrooms,listing_type_apt_ac,listing_type_guest_suite_ac,listing_type_house_ac,listing_type_private_room_ac,listing_type_apt_kitchen,listing_type_guest_suite_kitchen,listing_type_house_kitchen,listing_type_private_room_kitchen,listing_type_apt_pets allowed,listing_type_guest_suite_pets allowed,listing_type_house_pets allowed,listing_type_private_room_pets allowed,listing_type_apt_downtown,listing_type_guest_suite_downtown,listing_type_house_downtown,max_guests_sq,max_guests_cu,bathrooms_sq,bathrooms_cu,beds_sq,beds_cu,bedrooms_sq,bedrooms_cu,bedroom_and_bath_sq,bedroom_and_bath_cu,baths_per_bedroom_sq,baths_per_bedroom_cu,listing_type_private_room_downtown
3,4.0,155.0,2.1903316981702914,0,2.5,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,15,120.12014046565629,2.751204466966165,0,0,6,5.5,0.8333333333333334,36,6.25,16.0,9,30.25,0.6944444444444445,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,216,6.25,15.625,16.0,64.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
3,3.0,254.0,2.404833716619938,1,2.5,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,15,120.08787427029802,2.751309920823932,1,0,6,5.5,0.8333333333333334,36,6.25,9.0,9,30.25,0.6944444444444445,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,36,216,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
3,3.0,256.0,2.4082399653118496,0,3.0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,14,120.06429892531959,2.7512690395757757,1,1,5,6.0,1.0,25,9.0,9.0,9,36.0,1.0,0,0,5,0,0,0,1,0,0,0,3,0,0.0,0.0,3.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25,125,9.0,27.0,9.0,27.0,9,27,36.0,216.0,1.0,1.0,0
1,1.0,178.0,2.250420002308894,1,1.0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,13,120.07362460323499,2.7513532249282266,1,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
3,3.0,179.0,2.2528530309798933,1,1.0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,13,120.10826058544059,2.7513339219687154,0,0,6,4.0,0.3333333333333333,36,1.0,9.0,9,16.0,0.1111111111111111,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,36,216,1.0,1.0,9.0,27.0,9,27,16.0,64.0,0.1111111111111111,0.037037037037037035,0
3,3.0,240.0,2.380211241711606,0,2.0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,13,120.07573902642781,2.751392075740165,1,0,6,5.0,0.6666666666666666,36,4.0,9.0,9,25.0,0.4444444444444444,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,36,216,4.0,8.0,9.0,27.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
1,6.0,80.0,1.9030899869919435,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,120.0580219856897,2.751432136633876,1,0,6,1.5,0.5,36,0.25,36.0,1,2.25,0.25,0,0,0,6,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,216,0.25,0.125,36.0,216.0,1,1,2.25,3.375,0.25,0.125,1
3,3.0,325.0,2.5118833609788744,1,2.5,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,8,120.12776705617772,2.751485595847865,0,0,6,5.5,0.8333333333333334,36,6.25,9.0,9,30.25,0.6944444444444445,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,36,216,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
3,6.0,293.0,2.4668676203541096,0,2.0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,15,120.10993936295407,2.7515050433569566,0,0,8,5.0,0.6666666666666666,64,4.0,36.0,9,25.0,0.4444444444444444,0,0,8,0,0,0,1,0,0,0,3,0,0.0,0.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,64,512,4.0,8.0,36.0,216.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
3,3.0,375.0,2.574031267727719,0,2.0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,14,120.08382325613097,2.751388429248127,1,0,6,5.0,0.6666666666666666,36,4.0,9.0,9,25.0,0.4444444444444444,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,36,216,4.0,8.0,9.0,27.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
2,3.0,418.0,2.621176281775035,0,2.0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,14,120.06257905390007,2.7512535089854753,1,0,5,4.0,1.0,25,4.0,9.0,4,16.0,1.0,0,0,5,0,0,0,1,0,0,0,2,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25,125,4.0,8.0,9.0,27.0,4,8,16.0,64.0,1.0,1.0,0
4,5.0,425.0,2.6283889300503116,1,2.0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,14,120.06512085552842,2.7512283805545197,1,0,8,6.0,0.5,64,4.0,25.0,16,36.0,0.25,0,0,8,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,64,512,4.0,8.0,25.0,125.0,16,64,36.0,216.0,0.25,0.125,0
4,4.0,451.0,2.6541765418779604,0,3.0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,15,120.06609502066308,2.7512703309847395,1,0,8,7.0,0.75,64,9.0,16.0,16,49.0,0.5625,0,0,8,0,0,0,1,0,0,0,4,0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,64,512,9.0,27.0,16.0,64.0,16,64,49.0,343.0,0.5625,0.421875,0
1,3.0,271.0,2.432969290874406,0,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,14,120.07559203117717,2.751354111291751,1,0,5,2.0,1.0,25,1.0,9.0,1,4.0,1.0,5,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25,125,1.0,1.0,9.0,27.0,1,1,4.0,8.0,1.0,1.0,0
3,4.0,291.0,2.4638929889859074,1,1.0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,9,120.0734789481216,2.751303196471226,1,0,6,4.0,0.3333333333333333,36,1.0,16.0,9,16.0,0.1111111111111111,6,0,0,0,1,0,0,0,3,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36,216,1.0,1.0,16.0,64.0,9,27,16.0,64.0,0.1111111111111111,0.037037037037037035,0
1,2.0,260.0,2.4149733479708178,0,1.0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,16,120.07469010538941,2.751352012178408,1,0,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,4,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
3,3.0,230.0,2.361727836017593,0,2.5,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,16,120.08386361636813,2.751645808389168,0,0,6,5.5,0.8333333333333334,36,6.25,9.0,9,30.25,0.6944444444444445,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,216,6.25,15.625,9.0,27.0,9,27,30.25,166.375,0.6944444444444445,0.5787037037037038,0
3,2.0,90.0,1.954242509439325,0,2.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,120.10828435356862,2.7514989277797746,0,1,5,5.0,0.6666666666666666,25,4.0,4.0,9,25.0,0.4444444444444444,0,0,5,0,0,0,1,0,0,0,3,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,125,4.0,8.0,4.0,8.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
5,5.0,312.0,2.494154594018443,1,2.0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,13,120.07221802648647,2.751341202058508,1,0,9,7.0,0.4,81,4.0,25.0,25,49.0,0.16000000000000003,0,0,9,0,0,0,1,0,0,0,5,0,0.0,0.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,81,729,4.0,8.0,25.0,125.0,25,125,49.0,343.0,0.16000000000000003,0.06400000000000002,0
3,3.0,660.0,2.8195439355418688,1,2.0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,17,120.0665850970444,2.751300469391354,1,0,6,5.0,0.6666666666666666,36,4.0,9.0,9,25.0,0.4444444444444444,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,36,216,4.0,8.0,9.0,27.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
5,5.0,995.0,2.9978230807457256,0,3.5,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,16,120.06297856259981,2.7513592602497847,1,0,10,8.5,0.7,100,12.25,25.0,25,72.25,0.48999999999999994,0,0,10,0,0,0,1,0,0,0,5,0,0.0,0.0,3.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,100,1000,12.25,42.875,25.0,125.0,25,125,72.25,614.125,0.48999999999999994,0.3429999999999999,0
0,1.0,79.0,1.8976270912904414,0,1.0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,9,120.14280302875075,2.751469918448647,0,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
0,1.0,87.0,1.9395192526186185,0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,7,120.08381467028727,2.751644460521436,0,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
0,1.0,85.0,1.9294189257142926,0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,120.1087069308408,2.75149803383289,0,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
2,3.0,125.0,2.0969100130080562,0,2.5,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,11,120.11344335421445,2.7510156023007726,0,1,6,4.5,1.25,36,6.25,9.0,4,20.25,1.5625,0,0,6,0,0,0,1,0,0,0,2,0,0.0,0.0,2.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,216,6.25,15.625,9.0,27.0,4,8,20.25,91.125,1.5625,1.953125,0
0,1.0,74.0,1.8692317197309762,1,1.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,17,120.10177091466095,2.751454572443368,0,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
0,1.0,139.0,2.143014800254095,1,1.0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,10,120.10335561872448,2.7514588278899472,0,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
1,1.0,226.0,2.3541084391474008,1,1.0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,15,120.07967046940128,2.751645772556628,0,0,4,2.0,1.0,16,1.0,1.0,1,4.0,1.0,0,0,4,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16,64,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,173.0,2.2380461031287955,1,1.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,12,120.05694725762146,2.7512372703408565,1,0,3,2.0,1.0,9,1.0,4.0,1,4.0,1.0,0,3,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,9,27,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
1,2.0,96.0,1.9822712330395684,1,1.0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,11,120.06321121700687,2.7512214508217627,1,0,2,2.0,1.0,4,1.0,4.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,8,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
0,1.0,96.0,1.9822712330395684,0,1.0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,14,120.1263997453087,2.751505397810202,0,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
0,1.0,113.0,2.0530784434834195,0,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,12,120.09309431087411,2.751475911788506,0,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
0,1.0,75.0,1.8750612633917,1,1.5,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,16,120.10585677571348,2.751422198633515,0,0,2,1.5,1.0,4,2.25,1.0,0,2.25,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,8,2.25,3.375,1.0,1.0,0,0,2.25,3.375,1.0,1.0,0
0,1.0,82.0,1.9138138523837167,0,1.5,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,13,120.08757875633017,2.7514039027735513,0,1,1,1.5,1.0,1,2.25,1.0,0,2.25,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2.25,3.375,1.0,1.0,0,0,2.25,3.375,1.0,1.0,0
0,1.0,150.0,2.1760912590556813,0,1.0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,7,120.08312515052316,2.751644347848578,0,0,1,1.0,1.0,1,1.0,1.0,0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
0,1.0,89.0,1.9493900066449128,0,1.5,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,13,120.08634141115384,2.7513948028344792,1,1,1,1.5,1.0,1,2.25,1.0,0,2.25,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2.25,3.375,1.0,1.0,0,0,2.25,3.375,1.0,1.0,1
0,2.0,104.0,2.0170333392987803,0,1.0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,13,120.06680369815506,2.7512520453605487,1,0,3,1.0,1.0,9,1.0,4.0,0,1.0,1.0,0,0,0,3,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,27,1.0,1.0,4.0,8.0,0,0,1.0,1.0,1.0,1.0,1
3,5.0,325.0,2.5118833609788744,1,2.0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,17,120.1137861797242,2.7510119065537935,0,0,7,5.0,0.6666666666666666,49,4.0,25.0,9,25.0,0.4444444444444444,0,0,7,0,0,0,1,0,0,0,3,0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,49,343,4.0,8.0,25.0,125.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
3,3.0,436.0,2.639486489268586,0,3.0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,15,120.11322975480262,2.7510159415359725,0,0,6,6.0,1.0,36,9.0,9.0,9,36.0,1.0,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,3.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,216,9.0,27.0,9.0,27.0,9,27,36.0,216.0,1.0,1.0,0
3,3.0,332.0,2.5211380837040362,0,2.0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,18,120.13716675583498,2.7515930048110504,0,0,6,5.0,0.6666666666666666,36,4.0,9.0,9,25.0,0.4444444444444444,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,216,4.0,8.0,9.0,27.0,9,27,25.0,125.0,0.4444444444444444,0.2962962962962963,0
1,1.0,112.0,2.0492180226701815,0,1.0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,11,120.12541097210696,2.7514980531378472,0,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
0,2.0,107.0,2.0293837776852097,1,1.0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,9,120.08235255405434,2.751401130727807,1,0,3,1.0,1.0,9,1.0,4.0,0,1.0,1.0,0,3,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,9,27,1.0,1.0,4.0,8.0,0,0,1.0,1.0,1.0,1.0,0
0,1.0,103.0,2.012837224705172,0,1.5,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,12,120.09734005088538,2.7513571107362305,0,0,2,1.5,1.0,4,2.25,1.0,0,2.25,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,8,2.25,3.375,1.0,1.0,0,0,2.25,3.375,1.0,1.0,0
0,1.0,97.0,1.9867717342662448,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,120.08603608332236,2.751303353500406,1,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1
0,1.0,135.0,2.130333768495006,0,1.0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,11,120.07514680685925,2.751307740078786,1,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,2,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
2,2.0,121.0,2.0827853703164503,1,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,10,120.05885450952336,2.7512450678879468,1,1,4,3.0,0.5,16,1.0,4.0,4,9.0,0.25,4,0,0,0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,64,1.0,1.0,4.0,8.0,4,8,9.0,27.0,0.25,0.125,0
0,1.0,108.0,2.03342375548695,1,1.0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,120.12081758643048,2.7514233713932614,0,0,2,1.0,1.0,4,1.0,1.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0
0,1.0,65.0,1.8129133566428555,0,1.5,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,8,120.1097140267467,2.7511990808142137,0,0,1,1.5,1.0,1,2.25,1.0,0,2.25,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2.25,3.375,1.0,1.0,0,0,2.25,3.375,1.0,1.0,0
0,2.0,115.0,2.060697840353612,0,1.0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,13,120.118261559964,2.7513832941673373,0,1,2,1.0,1.0,4,1.0,4.0,0,1.0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,1.0,1.0,4.0,8.0,0,0,1.0,1.0,1.0,1.0,0
3,3.0,143.0,2.155336037465062,0,3.0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,13,120.08279096952097,2.7516514323638015,0,0,6,6.0,1.0,36,9.0,9.0,9,36.0,1.0,0,0,6,0,0,0,1,0,0,0,3,0,0.0,0.0,3.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,36,216,9.0,27.0,9.0,27.0,9,27,36.0,216.0,1.0,1.0,0
1,2.0,204.0,2.3096301674258988,0,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,13,120.0904875470397,2.7516590247684376,0,0,4,2.0,1.0,16,1.0,4.0,1,4.0,1.0,4,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,64,1.0,1.0,4.0,8.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,232.0,2.3654879848909,1,1.0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,12,120.09637706637614,2.751326261495734,0,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,208.0,2.3180633349627615,0,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,14,120.1094027345911,2.751413454588925,0,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,132.0,2.12057393120585,0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,7,120.11012275360683,2.751197334591906,0,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,2,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
1,1.0,166.0,2.220108088040055,0,1.0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,13,120.12367840654649,2.7514081421266927,0,0,2,2.0,1.0,4,1.0,1.0,1,4.0,1.0,0,2,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,8,1.0,1.0,1.0,1.0,1,1,4.0,8.0,1.0,1.0,0
